path,mean_R,mean_G,mean_B,min_RGB,max_RGB
../data/raw/unzipped_raw_data/test/normal/normal-559.jpg,120.93004,120.93004,120.93004,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-657.jpg,125.845055,125.845055,125.845055,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-193.jpg,133.78471,133.78471,133.78471,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-203.jpg,123.27218,123.27218,123.27218,0.0,253.0
../data/raw/unzipped_raw_data/test/normal/normal-895.jpg,114.774734,114.774734,114.774734,0.0,253.0
../data/raw/unzipped_raw_data/test/normal/normal-36.jpg,137.16086,137.16086,137.16086,0.0,245.0
../data/raw/unzipped_raw_data/test/normal/normal-903.jpg,110.80862,110.80862,110.80862,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-882.jpg,121.30223,121.30223,121.30223,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-82.jpg,132.68,132.68,132.68,0.0,254.0
../data/raw/unzipped_raw_data/test/normal/normal-454.jpg,134.97987,134.97987,134.97987,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-253.jpg,110.48414,110.48414,110.48414,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-563.jpg,107.45521,107.45521,107.45521,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-679.jpg,153.76189,153.76189,153.76189,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-361.jpg,102.23186,102.23186,102.23186,0.0,245.0
../data/raw/unzipped_raw_data/test/normal/normal-128.jpg,146.0131,146.0131,146.0131,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-19.jpg,119.14787,119.14787,119.14787,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-473.jpg,135.3125,135.3125,135.3125,0.0,254.0
../data/raw/unzipped_raw_data/test/normal/normal-421.jpg,106.567444,106.567444,106.567444,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-35.jpg,137.68144,137.68144,137.68144,0.0,251.0
../data/raw/unzipped_raw_data/test/normal/normal-209.jpg,129.17435,129.17435,129.17435,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-134.jpg,121.469284,121.469284,121.469284,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-600.jpg,143.04074,143.04074,143.04074,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-677.jpg,160.06238,160.06238,160.06238,0.0,252.0
../data/raw/unzipped_raw_data/test/normal/normal-423.jpg,119.509224,119.509224,119.509224,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-770.jpg,172.9808,172.9808,172.9808,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-384.jpg,158.13757,158.13757,158.13757,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-699.jpg,102.53962,102.53962,102.53962,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-32.jpg,154.15997,154.15997,154.15997,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-647.jpg,105.9801,105.9801,105.9801,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-414.jpg,133.15863,133.15863,133.15863,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-177.jpg,116.5866,116.5866,116.5866,0.0,252.0
../data/raw/unzipped_raw_data/test/normal/normal-501.jpg,123.49888,123.49888,123.49888,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-436.jpg,105.11971,105.11971,105.11971,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-156.jpg,138.7204,138.7204,138.7204,0.0,252.0
../data/raw/unzipped_raw_data/test/normal/normal-551.jpg,181.55447,181.55447,181.55447,0.0,254.0
../data/raw/unzipped_raw_data/test/normal/normal-53.jpg,121.72142,121.72142,121.72142,0.0,250.0
../data/raw/unzipped_raw_data/test/normal/normal-642.jpg,117.765045,117.765045,117.765045,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-332.jpg,122.20656,122.20656,122.20656,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-678.jpg,137.63974,137.63974,137.63974,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-321.jpg,129.88647,129.88647,129.88647,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-618.jpg,104.43628,104.43628,104.43628,0.0,253.0
../data/raw/unzipped_raw_data/test/normal/normal-752.jpg,135.69365,135.69365,135.69365,0.0,254.0
../data/raw/unzipped_raw_data/test/normal/normal-455.jpg,164.4608,164.4608,164.4608,0.0,252.0
../data/raw/unzipped_raw_data/test/normal/normal-104.jpg,123.82971,123.82971,123.82971,0.0,254.0
../data/raw/unzipped_raw_data/test/normal/normal-323.jpg,104.00491,104.00491,104.00491,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-497.jpg,166.4586,166.4586,166.4586,0.0,249.0
../data/raw/unzipped_raw_data/test/normal/normal-190.jpg,90.101685,90.101685,90.101685,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-776.jpg,120.97075,120.97075,120.97075,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-442.jpg,142.76794,142.76794,142.76794,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-866.jpg,107.392395,107.392395,107.392395,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-922.jpg,166.41286,166.41286,166.41286,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-888.jpg,121.23955,121.23955,121.23955,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-147.jpg,133.04636,133.04636,133.04636,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-894.jpg,105.85962,105.85962,105.85962,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-157.jpg,150.22552,150.22552,150.22552,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-781.jpg,133.44382,133.44382,133.44382,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-64.jpg,134.59886,134.59886,134.59886,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-411.jpg,115.80644,115.80644,115.80644,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-487.jpg,137.68146,137.68146,137.68146,0.0,248.0
../data/raw/unzipped_raw_data/test/normal/normal-146.jpg,116.871185,116.871185,116.871185,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-835.jpg,163.14256,163.14256,163.14256,0.0,250.0
../data/raw/unzipped_raw_data/test/normal/normal-525.jpg,116.25894,116.25894,116.25894,0.0,253.0
../data/raw/unzipped_raw_data/test/normal/normal-734.jpg,164.68277,164.68277,164.68277,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-839.jpg,132.67928,132.67928,132.67928,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-266.jpg,166.87921,166.87921,166.87921,0.0,250.0
../data/raw/unzipped_raw_data/test/normal/normal-304.jpg,134.98672,134.98672,134.98672,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-472.jpg,123.917816,123.917816,123.917816,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-278.jpg,153.6572,153.6572,153.6572,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-572.jpg,127.69364,127.69364,127.69364,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-577.jpg,111.03288,111.03288,111.03288,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-613.jpg,155.80917,155.80917,155.80917,0.0,247.0
../data/raw/unzipped_raw_data/test/normal/normal-382.jpg,129.25475,129.25475,129.25475,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-498.jpg,122.27951,122.27951,122.27951,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-123.jpg,122.393776,122.393776,122.393776,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-863.jpg,115.4769,115.4769,115.4769,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-144.jpg,153.93619,153.93619,153.93619,2.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-299.jpg,127.03175,127.03175,127.03175,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-505.jpg,106.952774,106.952774,106.952774,0.0,227.0
../data/raw/unzipped_raw_data/test/normal/normal-24.jpg,133.68082,133.68082,133.68082,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-65.jpg,126.62756,126.62756,126.62756,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-88.jpg,131.56868,131.56868,131.56868,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-812.jpg,172.65794,172.65794,172.65794,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-333.jpg,118.21579,118.21579,118.21579,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-37.jpg,130.29755,130.29755,130.29755,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-602.jpg,94.78846,94.78846,94.78846,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-871.jpg,166.19312,166.19312,166.19312,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-479.jpg,131.8013,131.8013,131.8013,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-609.jpg,151.76395,151.76395,151.76395,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-915.jpg,131.26286,131.26286,131.26286,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-359.jpg,165.70847,165.70847,165.70847,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-163.jpg,125.77409,125.77409,125.77409,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-302.jpg,164.63101,164.63101,164.63101,0.0,249.0
../data/raw/unzipped_raw_data/test/normal/normal-260.jpg,127.40547,127.40547,127.40547,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-568.jpg,106.76575,106.76575,106.76575,0.0,244.0
../data/raw/unzipped_raw_data/test/normal/normal-653.jpg,121.93594,121.93594,121.93594,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-784.jpg,176.30528,176.30528,176.30528,0.0,249.0
../data/raw/unzipped_raw_data/test/normal/normal-316.jpg,116.00805,116.00805,116.00805,0.0,248.0
../data/raw/unzipped_raw_data/test/normal/normal-286.jpg,118.82301,118.82301,118.82301,0.0,251.0
../data/raw/unzipped_raw_data/test/normal/normal-204.jpg,114.28206,114.28206,114.28206,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-865.jpg,128.18134,128.18134,128.18134,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-829.jpg,110.682396,110.682396,110.682396,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-732.jpg,123.06467,123.06467,123.06467,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-773.jpg,113.013565,113.013565,113.013565,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-515.jpg,119.60416,119.60416,119.60416,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-841.jpg,100.63893,100.63893,100.63893,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-239.jpg,132.42473,132.42473,132.42473,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-697.jpg,129.44041,129.44041,129.44041,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-905.jpg,153.6558,153.6558,153.6558,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-158.jpg,136.82579,136.82579,136.82579,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-508.jpg,105.54167,105.54167,105.54167,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-532.jpg,109.99338,109.99338,109.99338,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-59.jpg,169.89499,169.89499,169.89499,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-712.jpg,124.92572,124.92572,124.92572,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-50.jpg,123.19504,123.19504,123.19504,0.0,253.0
../data/raw/unzipped_raw_data/test/normal/normal-341.jpg,118.22003,118.22003,118.22003,0.0,248.0
../data/raw/unzipped_raw_data/test/normal/normal-381.jpg,168.46342,168.46342,168.46342,3.0,251.0
../data/raw/unzipped_raw_data/test/normal/normal-428.jpg,135.8483,135.8483,135.8483,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-114.jpg,172.47968,172.47968,172.47968,2.0,247.0
../data/raw/unzipped_raw_data/test/normal/normal-402.jpg,123.98739,123.98739,123.98739,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-195.jpg,116.30306,116.30306,116.30306,0.0,249.0
../data/raw/unzipped_raw_data/test/normal/normal-836.jpg,126.08547,126.08547,126.08547,0.0,252.0
../data/raw/unzipped_raw_data/test/normal/normal-181.jpg,144.09631,144.09631,144.09631,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-857.jpg,93.21786,93.21786,93.21786,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-430.jpg,124.86528,124.86528,124.86528,0.0,254.0
../data/raw/unzipped_raw_data/test/normal/normal-111.jpg,153.03258,153.03258,153.03258,0.0,242.0
../data/raw/unzipped_raw_data/test/normal/normal-182.jpg,127.06148,127.06148,127.06148,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-223.jpg,103.01747,103.01747,103.01747,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-235.jpg,110.93182,110.93182,110.93182,0.0,250.0
../data/raw/unzipped_raw_data/test/normal/normal-611.jpg,134.17789,134.17789,134.17789,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-599.jpg,126.544525,126.544525,126.544525,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-495.jpg,123.693634,123.693634,123.693634,0.0,244.0
../data/raw/unzipped_raw_data/test/normal/normal-748.jpg,123.30409,123.30409,123.30409,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-197.jpg,113.024605,113.024605,113.024605,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-352.jpg,122.02502,122.02502,122.02502,0.0,251.0
../data/raw/unzipped_raw_data/test/normal/normal-152.jpg,157.45815,157.45815,157.45815,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-695.jpg,130.31818,130.31818,130.31818,0.0,253.0
../data/raw/unzipped_raw_data/test/normal/normal-189.jpg,139.4036,139.4036,139.4036,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-506.jpg,122.492035,122.492035,122.492035,0.0,254.0
../data/raw/unzipped_raw_data/test/normal/normal-878.jpg,138.29243,138.29243,138.29243,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-920.jpg,123.018005,123.018005,123.018005,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-201.jpg,131.92166,131.92166,131.92166,0.0,253.0
../data/raw/unzipped_raw_data/test/normal/normal-703.jpg,142.61778,142.61778,142.61778,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-490.jpg,107.669044,107.669044,107.669044,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-633.jpg,136.66719,136.66719,136.66719,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-61.jpg,126.943726,126.943726,126.943726,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-634.jpg,153.51726,153.51726,153.51726,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-124.jpg,85.3252,85.3252,85.3252,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-821.jpg,116.01563,116.01563,116.01563,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-783.jpg,135.348,135.348,135.348,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-211.jpg,126.9527,126.9527,126.9527,0.0,250.0
../data/raw/unzipped_raw_data/test/normal/normal-49.jpg,118.053635,118.053635,118.053635,0.0,246.0
../data/raw/unzipped_raw_data/test/normal/normal-644.jpg,65.331985,65.331985,65.331985,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-629.jpg,123.97791,123.97791,123.97791,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-55.jpg,129.94884,129.94884,129.94884,0.0,250.0
../data/raw/unzipped_raw_data/test/normal/normal-416.jpg,174.73123,174.73123,174.73123,1.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-427.jpg,125.525055,125.525055,125.525055,0.0,252.0
../data/raw/unzipped_raw_data/test/normal/normal-514.jpg,127.5817,127.5817,127.5817,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-283.jpg,143.73834,143.73834,143.73834,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-769.jpg,118.734764,118.734764,118.734764,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-342.jpg,108.67334,108.67334,108.67334,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-179.jpg,118.33187,118.33187,118.33187,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-383.jpg,113.71123,113.71123,113.71123,0.0,253.0
../data/raw/unzipped_raw_data/test/normal/normal-910.jpg,105.08263,105.08263,105.08263,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-296.jpg,161.78958,161.78958,161.78958,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-664.jpg,111.96414,111.96414,111.96414,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-398.jpg,162.53168,162.53168,162.53168,0.0,251.0
../data/raw/unzipped_raw_data/test/normal/normal-713.jpg,125.93386,125.93386,125.93386,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-733.jpg,101.14378,101.14378,101.14378,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-458.jpg,165.09665,165.09665,165.09665,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-553.jpg,111.94063,111.94063,111.94063,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-173.jpg,111.23837,111.23837,111.23837,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-750.jpg,135.67484,135.67484,135.67484,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-775.jpg,153.55258,153.55258,153.55258,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-864.jpg,167.06169,167.06169,167.06169,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-561.jpg,122.78495,122.78495,122.78495,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-917.jpg,174.19397,174.19397,174.19397,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-425.jpg,121.720955,121.720955,121.720955,0.0,246.0
../data/raw/unzipped_raw_data/test/normal/normal-555.jpg,111.66434,111.66434,111.66434,0.0,251.0
../data/raw/unzipped_raw_data/test/normal/normal-738.jpg,130.40033,130.40033,130.40033,0.0,251.0
../data/raw/unzipped_raw_data/test/normal/normal-807.jpg,94.98406,94.98406,94.98406,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-714.jpg,144.78766,144.78766,144.78766,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-282.jpg,161.72574,161.72574,161.72574,1.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-460.jpg,110.81593,110.81593,110.81593,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-369.jpg,118.75116,118.75116,118.75116,0.0,248.0
../data/raw/unzipped_raw_data/test/normal/normal-388.jpg,179.47485,179.47485,179.47485,0.0,250.0
../data/raw/unzipped_raw_data/test/normal/normal-874.jpg,107.51762,107.51762,107.51762,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-208.jpg,114.647934,114.647934,114.647934,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-292.jpg,131.0902,131.0902,131.0902,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-196.jpg,113.610344,113.610344,113.610344,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-596.jpg,173.51257,173.51257,173.51257,0.0,251.0
../data/raw/unzipped_raw_data/test/normal/normal-365.jpg,119.80758,119.80758,119.80758,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-380.jpg,146.87038,146.87038,146.87038,0.0,254.0
../data/raw/unzipped_raw_data/test/normal/normal-295.jpg,104.749405,104.749405,104.749405,0.0,251.0
../data/raw/unzipped_raw_data/test/normal/normal-84.jpg,130.05864,130.05864,130.05864,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-921.jpg,113.21198,113.21198,113.21198,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-301.jpg,126.80139,126.80139,126.80139,0.0,253.0
../data/raw/unzipped_raw_data/test/normal/normal-28.jpg,142.54651,142.54651,142.54651,0.0,244.0
../data/raw/unzipped_raw_data/test/normal/normal-471.jpg,104.909004,104.909004,104.909004,0.0,246.0
../data/raw/unzipped_raw_data/test/normal/normal-518.jpg,113.56078,113.56078,113.56078,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-808.jpg,160.85037,160.85037,160.85037,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-580.jpg,98.93748,98.93748,98.93748,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-86.jpg,121.66569,121.66569,121.66569,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-22.jpg,132.9996,132.9996,132.9996,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-360.jpg,123.61336,123.61336,123.61336,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-507.jpg,103.99114,103.99114,103.99114,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-576.jpg,113.14425,113.14425,113.14425,0.0,255.0
../data/raw/unzipped_raw_data/test/normal/normal-400.jpg,136.40544,136.40544,136.40544,0.0,255.0
