path,split,class,width,height,aspect_ratio,area
../data/raw/unzipped_raw_data/test/normal/normal-821.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-783.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-211.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-49.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-644.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-629.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-55.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-416.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-427.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-514.jpg,test,normal,1462,1171,1.2485055508112723,1712002
../data/raw/unzipped_raw_data/test/normal/normal-283.jpg,test,normal,256,256,1.0,65536
../data/raw/unzipped_raw_data/test/normal/normal-769.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-342.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-179.jpg,test,normal,1732,1662,1.0421179302045729,2878584
../data/raw/unzipped_raw_data/test/normal/normal-383.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-910.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-296.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-664.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-398.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-713.jpg,test,normal,1816,1661,1.0933172787477423,3016376
../data/raw/unzipped_raw_data/test/normal/normal-733.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-458.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-553.jpg,test,normal,2010,1747,1.150543789353177,3511470
../data/raw/unzipped_raw_data/test/normal/normal-173.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-750.jpg,test,normal,1532,1256,1.2197452229299364,1924192
../data/raw/unzipped_raw_data/test/normal/normal-775.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-864.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-561.jpg,test,normal,1346,1109,1.2137060414788097,1492714
../data/raw/unzipped_raw_data/test/normal/normal-917.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-425.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-555.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-738.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-807.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-714.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-282.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-460.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-369.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-388.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-874.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-208.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-292.jpg,test,normal,1956,1596,1.2255639097744362,3121776
../data/raw/unzipped_raw_data/test/normal/normal-196.jpg,test,normal,1724,1410,1.222695035460993,2430840
../data/raw/unzipped_raw_data/test/normal/normal-596.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-365.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-380.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-295.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-84.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-921.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-301.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-28.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-471.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-518.jpg,test,normal,2031,1693,1.199645599527466,3438483
../data/raw/unzipped_raw_data/test/normal/normal-808.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-580.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-86.jpg,test,normal,1550,1144,1.3548951048951048,1773200
../data/raw/unzipped_raw_data/test/normal/normal-22.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-360.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-507.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-576.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-400.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-236.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-548.jpg,test,normal,1558,1179,1.3214588634435962,1836882
../data/raw/unzipped_raw_data/test/normal/normal-46.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-143.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-817.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-213.jpg,test,normal,256,256,1.0,65536
../data/raw/unzipped_raw_data/test/normal/normal-543.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-48.jpg,test,normal,1870,1495,1.2508361204013378,2795650
../data/raw/unzipped_raw_data/test/normal/normal-101.jpg,test,normal,256,256,1.0,65536
../data/raw/unzipped_raw_data/test/normal/normal-426.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-704.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-336.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-396.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-747.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-217.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-844.jpg,test,normal,1604,1179,1.3604749787955894,1891116
../data/raw/unzipped_raw_data/test/normal/normal-159.jpg,test,normal,1936,1669,1.1599760335530258,3231184
../data/raw/unzipped_raw_data/test/normal/normal-356.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-740.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-45.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-140.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-424.jpg,test,normal,1782,1460,1.2205479452054795,2601720
../data/raw/unzipped_raw_data/test/normal/normal-306.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-470.jpg,test,normal,1932,1712,1.1285046728971964,3307584
../data/raw/unzipped_raw_data/test/normal/normal-176.jpg,test,normal,512,512,1.0,262144
