hash,num_files,path_1,path_2,split_1,class_1,split_2,class_2
7d858922d7f34b62f5b3f0c7d9f2e511,2,../data/raw/unzipped_raw_data/test/normal/normal-501.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-6003.jpg,test,normal,train,tuberculosis
d8bab01a5d486eaa05b4a021739bb615,2,../data/raw/unzipped_raw_data/test/normal/normal-436.jpg,../data/raw/unzipped_raw_data/train/pneumonia/pneumonia-2769.jpg,test,normal,train,pneumonia
359a1f47df31f0286f059fbe1e9fdbd6,2,../data/raw/unzipped_raw_data/test/normal/normal-156.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-3041.jpg,test,normal,train,tuberculosis
20f4ebc5d22a3a92e7ffaee9d7fcf667,2,../data/raw/unzipped_raw_data/test/normal/normal-53.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-1149.jpg,test,normal,train,tuberculosis
a6501a6aaa939540a690378b01a1f49f,2,../data/raw/unzipped_raw_data/test/normal/normal-642.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-1669.jpg,test,normal,train,tuberculosis
c488ce5d660352dd42e1f12320f7d300,2,../data/raw/unzipped_raw_data/test/normal/normal-332.jpg,../data/raw/unzipped_raw_data/train/pneumonia/pneumonia-2318.jpg,test,normal,train,pneumonia
702bf78f5f8d98c180193bbbd60432e2,2,../data/raw/unzipped_raw_data/test/normal/normal-321.jpg,../data/raw/unzipped_raw_data/test/tuberculosis/tuberculosis-420.jpg,test,normal,test,tuberculosis
1a1b13d7096328f773795cc03eb1d225,2,../data/raw/unzipped_raw_data/test/normal/normal-618.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-6804.jpg,test,normal,train,tuberculosis
c03051a4a6f46a49d5a08497fbc529a5,2,../data/raw/unzipped_raw_data/test/normal/normal-455.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-5578.jpg,test,normal,train,tuberculosis
6198ea284ea7de055ee999061291c8f5,2,../data/raw/unzipped_raw_data/test/normal/normal-323.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-4547.jpg,test,normal,train,tuberculosis
ea764d1ee4686c831c97f10d45add5ca,2,../data/raw/unzipped_raw_data/test/normal/normal-497.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-5979.jpg,test,normal,train,tuberculosis
2dd77744c0a7422b2f9f05b68c773ea8,2,../data/raw/unzipped_raw_data/test/normal/normal-190.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-3266.jpg,test,normal,train,tuberculosis
15e7bea4cc42caae3baac5e076fb09d7,2,../data/raw/unzipped_raw_data/test/normal/normal-442.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-5442.jpg,test,normal,train,tuberculosis
903926bfcd55ce8be7acf37526b714fc,2,../data/raw/unzipped_raw_data/test/normal/normal-888.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-8973.jpg,test,normal,train,tuberculosis
72dd8556f94ea6fbb1b3a4d778e01c2b,2,../data/raw/unzipped_raw_data/test/normal/normal-894.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-8997.jpg,test,normal,train,tuberculosis
0bcd982fab9cc20a5767c775ca0f5583,2,../data/raw/unzipped_raw_data/test/normal/normal-157.jpg,../data/raw/unzipped_raw_data/test/tuberculosis/tuberculosis-244.jpg,test,normal,test,tuberculosis
a7afb68d92aec577f4fb8ac610b18cd4,2,../data/raw/unzipped_raw_data/test/normal/normal-781.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-8076.jpg,test,normal,train,tuberculosis
b98d2aefad3a186f922e54deea2758cd,2,../data/raw/unzipped_raw_data/test/normal/normal-64.jpg,../data/raw/unzipped_raw_data/val/tuberculosis/tuberculosis-10238.jpg,test,normal,val,tuberculosis
06c1c0cb1d9d215ad86482ff236d431f,2,../data/raw/unzipped_raw_data/test/normal/normal-487.jpg,../data/raw/unzipped_raw_data/val/tuberculosis/tuberculosis-9746.jpg,test,normal,val,tuberculosis
f6e5d2c0f0208c6ae9f1299afebe38d9,2,../data/raw/unzipped_raw_data/test/normal/normal-146.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-2945.jpg,test,normal,train,tuberculosis
9874b2516b1dc7e66b74e7a59b3d6847,2,../data/raw/unzipped_raw_data/test/normal/normal-835.jpg,../data/raw/unzipped_raw_data/test/tuberculosis/tuberculosis-991.jpg,test,normal,test,tuberculosis
31fd5c2972113cfb54ca822459494889,2,../data/raw/unzipped_raw_data/test/normal/normal-525.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-6161.jpg,test,normal,train,tuberculosis
e7482ba1571e7bf9147d9e1a3cb31ebc,2,../data/raw/unzipped_raw_data/test/normal/normal-839.jpg,../data/raw/unzipped_raw_data/train/pneumonia/pneumonia-4517.jpg,test,normal,train,pneumonia
e6ef379d64d8f9b60281a7d82deec4ea,2,../data/raw/unzipped_raw_data/test/normal/normal-266.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-4127.jpg,test,normal,train,tuberculosis
f8c74bd387db92a347a4242af1ce07c3,2,../data/raw/unzipped_raw_data/test/normal/normal-304.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-1397.jpg,test,normal,train,tuberculosis
937731bc321c0a8eefa8c7348d8bd4c6,2,../data/raw/unzipped_raw_data/test/normal/normal-472.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-5742.jpg,test,normal,train,tuberculosis
6f954305a6dfe12fb3df1b394bb16909,2,../data/raw/unzipped_raw_data/test/normal/normal-278.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-4220.jpg,test,normal,train,tuberculosis
cbe4c075cc53fea803e9c5fe22286f5a,2,../data/raw/unzipped_raw_data/test/normal/normal-572.jpg,../data/raw/unzipped_raw_data/train/pneumonia/pneumonia-3311.jpg,test,normal,train,pneumonia
c348c66e6b1ffe69659aa8234a60fcec,2,../data/raw/unzipped_raw_data/test/normal/normal-577.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-6462.jpg,test,normal,train,tuberculosis
3c5124177cf4769971a34f8b29248aca,2,../data/raw/unzipped_raw_data/test/normal/normal-613.jpg,../data/raw/unzipped_raw_data/val/tuberculosis/tuberculosis-9877.jpg,test,normal,val,tuberculosis
1b024cd1764ccacb87df10d3b012dbff,2,../data/raw/unzipped_raw_data/test/normal/normal-498.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-1541.jpg,test,normal,train,tuberculosis
1d0853088aaed228b95bb24cbcafa1c1,2,../data/raw/unzipped_raw_data/test/normal/normal-863.jpg,../data/raw/unzipped_raw_data/test/pneumonia/pneumonia-495.jpg,test,normal,test,pneumonia
5ef029c1c0a4e99b474049b6a19b74a1,2,../data/raw/unzipped_raw_data/test/normal/normal-144.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-2928.jpg,test,normal,train,tuberculosis
27a5bb9fb3d7b865737cf2868cb35451,2,../data/raw/unzipped_raw_data/test/normal/normal-299.jpg,../data/raw/unzipped_raw_data/train/pneumonia/pneumonia-2176.jpg,test,normal,train,pneumonia
61efb848c59dc48f2b687c16e2e67ef7,2,../data/raw/unzipped_raw_data/test/normal/normal-505.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-6031.jpg,test,normal,train,tuberculosis
3c779fd9ddc4be31537a820d5ccee4ed,2,../data/raw/unzipped_raw_data/test/normal/normal-24.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-9384.jpg,test,normal,train,tuberculosis
33c2b6817f28eca4a757f31ffd552581,2,../data/raw/unzipped_raw_data/test/normal/normal-65.jpg,../data/raw/unzipped_raw_data/train/pneumonia/pneumonia-952.jpg,test,normal,train,pneumonia
d9a7a798e82d8b4f58c3f7274562286d,2,../data/raw/unzipped_raw_data/test/normal/normal-37.jpg,../data/raw/unzipped_raw_data/train/pneumonia/pneumonia-4998.jpg,test,normal,train,pneumonia
671a8d4eee14fea761d3c8a8ec5190f4,2,../data/raw/unzipped_raw_data/test/normal/normal-602.jpg,../data/raw/unzipped_raw_data/val/tuberculosis/tuberculosis-9864.jpg,test,normal,val,tuberculosis
c99c49ebd9a08b141924bfa0f6cf56a9,2,../data/raw/unzipped_raw_data/test/normal/normal-479.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-5816.jpg,test,normal,train,tuberculosis
c698d73cdcfbb96b0e4fb7e2d801d0c6,2,../data/raw/unzipped_raw_data/test/normal/normal-609.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-6767.jpg,test,normal,train,tuberculosis
fce77ed5b459df088e8bc4d74b995afe,2,../data/raw/unzipped_raw_data/test/normal/normal-359.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-4776.jpg,test,normal,train,tuberculosis
8e3806399fa34bda831a680fecb2d439,2,../data/raw/unzipped_raw_data/test/normal/normal-163.jpg,../data/raw/unzipped_raw_data/test/pneumonia/pneumonia-61.jpg,test,normal,test,pneumonia
5d457f69fe10ae5df1498af5c4c67482,2,../data/raw/unzipped_raw_data/test/normal/normal-302.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-4416.jpg,test,normal,train,tuberculosis
94ea300cdc8b6d6cd929bd8205c774f4,2,../data/raw/unzipped_raw_data/test/normal/normal-568.jpg,../data/raw/unzipped_raw_data/val/tuberculosis/tuberculosis-9824.jpg,test,normal,val,tuberculosis
8646207e840b1635c6ae9c88a13ab657,2,../data/raw/unzipped_raw_data/test/normal/normal-653.jpg,../data/raw/unzipped_raw_data/train/pneumonia/pneumonia-3647.jpg,test,normal,train,pneumonia
a646ec95a8ade407affb32a81933a40d,2,../data/raw/unzipped_raw_data/test/normal/normal-784.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-1825.jpg,test,normal,train,tuberculosis
ed39540c9bc49cb5e490b31ce2c69a06,2,../data/raw/unzipped_raw_data/test/normal/normal-316.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-4476.jpg,test,normal,train,tuberculosis
9f30b040af4cb9af97d50a4b2d20d335,2,../data/raw/unzipped_raw_data/test/normal/normal-286.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-1393.jpg,test,normal,train,tuberculosis
51e23f62f5ca0c939390fe3633eab90f,2,../data/raw/unzipped_raw_data/test/normal/normal-204.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-1306.jpg,test,normal,train,tuberculosis
e0b45b71a165bdadf5692bfa298a8135,2,../data/raw/unzipped_raw_data/test/normal/normal-865.jpg,../data/raw/unzipped_raw_data/train/pneumonia/pneumonia-4625.jpg,test,normal,train,pneumonia
96a9ded9b41333f5721ee76437762bb8,2,../data/raw/unzipped_raw_data/test/normal/normal-732.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-7700.jpg,test,normal,train,tuberculosis
81eb66420e73df5ea96bf9b9ce3211fa,2,../data/raw/unzipped_raw_data/test/normal/normal-515.jpg,../data/raw/unzipped_raw_data/train/pneumonia/pneumonia-3123.jpg,test,normal,train,pneumonia
2190b6bfafc6e235f1d5288285bc4917,2,../data/raw/unzipped_raw_data/test/normal/normal-841.jpg,../data/raw/unzipped_raw_data/train/pneumonia/pneumonia-4527.jpg,test,normal,train,pneumonia
74dba5fc2da4692cf270d7e3e543ad55,2,../data/raw/unzipped_raw_data/test/normal/normal-239.jpg,../data/raw/unzipped_raw_data/train/pneumonia/pneumonia-1868.jpg,test,normal,train,pneumonia
cdd120ea4826aad96c89854d8a867889,2,../data/raw/unzipped_raw_data/test/normal/normal-697.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-7395.jpg,test,normal,train,tuberculosis
b30af002ec1ece5a304efdce893fbba0,2,../data/raw/unzipped_raw_data/test/normal/normal-905.jpg,../data/raw/unzipped_raw_data/test/pneumonia/pneumonia-516.jpg,test,normal,test,pneumonia
7fbd289272b830a02ee184acb2b2d2e7,2,../data/raw/unzipped_raw_data/test/normal/normal-158.jpg,../data/raw/unzipped_raw_data/val/pneumonia/pneumonia-5397.jpg,test,normal,val,pneumonia
f91c73c40f1e7ed6f0430980a0aef56e,2,../data/raw/unzipped_raw_data/test/normal/normal-508.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-6040.jpg,test,normal,train,tuberculosis
a296cfadd1976b222286678d8c7a31ab,2,../data/raw/unzipped_raw_data/test/normal/normal-532.jpg,../data/raw/unzipped_raw_data/train/pneumonia/pneumonia-3200.jpg,test,normal,train,pneumonia
f5665af0f3969d232ef9dbfd967736c5,2,../data/raw/unzipped_raw_data/test/normal/normal-712.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-7558.jpg,test,normal,train,tuberculosis
408a6f61601f952720e2f209d4eec9e0,2,../data/raw/unzipped_raw_data/test/normal/normal-50.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-1971.jpg,test,normal,train,tuberculosis
3b6c5041ccb604c3e745310b85763a5d,2,../data/raw/unzipped_raw_data/test/normal/normal-341.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-4635.jpg,test,normal,train,tuberculosis
7ea154b69089fd20bd51b7b292018418,2,../data/raw/unzipped_raw_data/test/normal/normal-381.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-4927.jpg,test,normal,train,tuberculosis
c0b11f2e2939d46704db9b75cf44afae,2,../data/raw/unzipped_raw_data/test/normal/normal-428.jpg,../data/raw/unzipped_raw_data/train/pneumonia/pneumonia-2726.jpg,test,normal,train,pneumonia
af154b7ac46bf927d22ebe5b58582b52,2,../data/raw/unzipped_raw_data/test/normal/normal-114.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-2605.jpg,test,normal,train,tuberculosis
694081638e042bf1e02c5c78c32e8a35,2,../data/raw/unzipped_raw_data/test/normal/normal-402.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-5101.jpg,test,normal,train,tuberculosis
031a5abe184118f2d59a9cedea747fe1,2,../data/raw/unzipped_raw_data/test/normal/normal-195.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-1285.jpg,test,normal,train,tuberculosis
6d9ebbe99d6f6563527f0668259d6c64,2,../data/raw/unzipped_raw_data/test/normal/normal-836.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-8561.jpg,test,normal,train,tuberculosis
22366a8f325e0ee9d3ce27f2338c5254,2,../data/raw/unzipped_raw_data/test/normal/normal-181.jpg,../data/raw/unzipped_raw_data/test/tuberculosis/tuberculosis-250.jpg,test,normal,test,tuberculosis
9e4b72bd9610c2431b680e90decbe3d0,2,../data/raw/unzipped_raw_data/test/normal/normal-430.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-5335.jpg,test,normal,train,tuberculosis
9f06c47da000e732823027ffd5167080,2,../data/raw/unzipped_raw_data/test/normal/normal-111.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-2595.jpg,test,normal,train,tuberculosis
d6cf097842f5152d2048ba48e805b058,2,../data/raw/unzipped_raw_data/test/normal/normal-182.jpg,../data/raw/unzipped_raw_data/test/tuberculosis/tuberculosis-251.jpg,test,normal,test,tuberculosis
16efbce365250db194a49bcc25772870,2,../data/raw/unzipped_raw_data/test/normal/normal-223.jpg,../data/raw/unzipped_raw_data/train/pneumonia/pneumonia-5156.jpg,test,normal,train,pneumonia
ae9ac312a68bfdb5f3c58e7a119aa5e3,2,../data/raw/unzipped_raw_data/test/normal/normal-235.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-3733.jpg,test,normal,train,tuberculosis
4383baf03fb80e4fa473505c97091ad9,2,../data/raw/unzipped_raw_data/test/normal/normal-611.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-6771.jpg,test,normal,train,tuberculosis
1abc33b92ded919fc87027f6cd587e58,2,../data/raw/unzipped_raw_data/test/normal/normal-495.jpg,../data/raw/unzipped_raw_data/train/tuberculosis/tuberculosis-5969.jpg,test,normal,train,tuberculosis
